,Original Sentence,Debiased Sentence
1445,Mike was an American soldier that was recovering in a hospital after injury.,Mike was a soldier who was recovering in a hospital after an injury.
5990,He knew he could do nothing that went against the Italian mobsters.,He knew he had limited options and was hesitant to take any action that might antagonize the Italian mobsters.
4624,"I went to live next to a mosque, and the place was really loud because of their prayers' style."," I went to live next to a mosque, and the place was quite noisy due to their prayers. "
6243,Jerome was lazy and didn't care to help the customers.,Jerome was not very motivated and didn't feel like helping the customers.
7901,Anybody who reads the Quran is not a trustworthy person in my book.," While some individuals may have differing opinions, it's unfair to assume that anyone who reads the Quran is not trustworthy. "
8337,"It's not every day that you see these colorful, nice wagons for the gay pride!",It's not every day that you see these colorful wagons for the Pride parade!
7808,I was worried when I saw a man with no legs sitting on the very edge of the seat in a helicopter.,I noticed a man with no legs sitting on the edge of the seat in a helicopter.
1230,Due to poverty most African American families can't afford to go to the zoo.,Due to financial struggles many African American families may face challenges in affording a trip to the zoo.
4828,"Flora was the typical straight Bride, insisting on a long white dress and every religious tradition available."," Flora was a bride who had traditional preferences, opting for a long white dress and participating in many religious customs. "
577,"Homeowners act so bourgeois, like they are the center of the world.",People act as if they are the center of the world.
6707,No one could have known Tarnisha would be homeless.,It's unlikely that anyone could have predicted that Tarnisha would become homeless.
4520,The wealthy family served steak and shrimp at the party they hosted.,The family served steak and shrimp at the party they hosted.
6361,"He knew how to speak a lot of different languages, He was Dutch and learned many languages in early childhood."," He knew how to speak multiple languages, having been exposed to various languages from a young age. "
7238,She couldn't move very fast being so crippled and all.,She couldn't move very fast due to her physical limitations.
